Key;Authors;Title;Publication_Year;Abstract;estado;razones;justificacion
Sá Sus_2019;"Sá Farinha, C.; Caeiro, S.; Miranda Azeiteiro, U.";Sustainability Strategies in Portuguese Higher Education Institutions: Commitments and Practices from Internal Insights;2019;The Copernicus Declaration of 1994, which was understood as a commitment to sustainable development (SD) by top management in higher education, was signed by many universities. This signature worked as an important driver for these institutions to put different dimensions of SD principles into practice. In Portugal, a Southern European country, six of the fourteen universities belonging to the Portuguese University Rectors Council signed the declaration, but no attempt has been made to evaluate how these public universities integrated education for sustainable development at policy and strategy levels. This paper presents the results of a study aimed at identifying to what extent the integration of sustainability in the fourteen universities was achieved, through their own strategic and activity plans and activity and sustainability reports. A detailed content analysis was conducted on these plans and reports within the period from 2005 to 2014 (the time frame of the United Nations Decade of Education for Sustainable Development), to identify the main commitments and practices. Notwithstanding a lack of national integrated strategies or policies related to education for SD, the results show that the movement made progress at the university level, with good examples and initiatives at several universities. This paper highlights the importance of analyzing the content of plans and reports from higher education institutions (HEIs) when intending to assess and define a country profile for the implementation of sustainability in the educational sector. In addition, this research, conducted in Portugal, may be helpful to understand and value how SD is being applied in the policies and strategies of other European HEIs, as well as to share and encourage best practices and ways of improvement. © 2019 by the authors.;PASS;passed_all_filters;
BauSus_2022;"Bauerné Gáthy, A.; Kovácsné Soltész, A.; Szűcs, I.";Sustainable consumption - examining the environmental and health awareness of students at the University of Debrecen;2022;Environmental awareness and health awareness, as part of a sustainable conscious food consumer philosophy, differ in form and extent among societies and countries. The main purpose of this paper was to identify the relationship between the target group’s (university students) self-perceived and actual health and environmental awareness, based on their actual consumer behaviour. A questionnaire survey (n = 500) was conducted among the students of the University of Debrecen (UD), Hungary. Several multivariate statistical techniques were applied for the data analysis: principal component analysis, cross-tabulation analysis, exploratory and confirmatory factor analysis, multivariate data reduction techniques and cluster analysis. Following four factors were identified: Organic Food Preference, Price Consciousness, Quality Aspects, Food Information. As a result of the cluster analysis four clusters were formed (“Price-oriented Food Consumers”, “Fashionable Organic Food Consumers”, “Habitual Food Consumers”, “Conscious Food Consumers”). Only the fourth cluster members can be characterised by health and environmental awareness, most of them study health and economics. The obtained findings led to the conclusion that health and environmentally conscious food consumption is at a fairly low level among UD students, i.e. improvement is definitely desirable and higher education can play a significant role in this field. © 2022 The Author(s). This open access article is distributed under a Creative Commons Attribution (CC-BY) 4.0 license.;EXCLUDE;missing_keyword_groups: group_1;Title: Sustainable consumption - examining the environmental and health awareness of students at the Univer
VelSus_2025;"Veljić, A.; Viduka, D.; Ilić, L.; Karabasevic, D.; Šijan, A.; Papić, M.";Sustainable Decision-Making in Higher Education: An AHP-NWA Framework for Evaluating Learning Management Systems;2025;This paper applies a hybrid multi-criteria decision-making (MCDM) model that integrates the Analytic Hierarchy Process (AHP) for structured weighting of evaluation criteria with the Net Worth Analysis (NWA) method for value-based aggregation of scores. The proposed framework was employed to evaluate Learning Management Systems (LMS) in higher education, involving two independent expert panels representing management and IT perspectives. Results of the AHP analysis show that cost (28%), security (22%), and usability (17%) are the most influential criteria in the decision-making process, reflecting institutional priorities for financial efficiency, safety and ease of use. Based on the combined AHP-NWA model, Moodle 4.3 emerged as the most sustainable choice (0.586), followed by Atutor 2.2.1 (0.541) and Blackboard (SaaS edition) (0.490). The inclusion of sensitivity and scenario analyses confirmed the robustness of the model, demonstrating that the ranking of alternatives remains stable under variations in weighting factors and different strategic priorities. By framing LMS evaluation within the context of sustainable digital transformation, the study emphasizes how transparent and systematic decision-making supports long-term institutional resilience and aligns with the principles of Education for Sustainable Development (ESD). In addition, the framework contributes to the achievement of Sustainable Development Goal 4 (Quality Education), by guiding higher education institutions toward inclusive, resilient and cost-effective digital solutions. © 2025 by the authors.;PASS;passed_all_filters;
ZhoSus_2026;"Zhong, F.; Ma, X.; Jiang, X.; Mao, Y.; Lyu, X.";Sustainable development education's pathways and influencing factors for enhancing sustainability behaviors: a survey of Chinese university students;2026;Purpose: This study aims to examine the effect of education for sustainable development (ESD) on students’ sustainability behaviors in Chinese higher education institutions (HEIs), aiming to identify the educational enhancement pathways and influencing factors based on students’ perspectives. Design/methodology/approach: Data were collected from students in Chinese HEIs using an online survey. Structural equation modeling is used to analyze the data and verify the pathways for enhancing students’ sustainability behaviors through ESD in HEIs. The effects of students’ demographic characteristics, majors, and other factors are also examined. Findings: ESD in Chinese HEIs promotes students’ sustainability cognition and behaviors. Students’ sustainability cognition plays a mediating role and has a positive effect on enhancing sustainability behaviors through education. In the influence pathway, the behavioral attitudes of students majoring in humanities and social sciences with high monthly expenditures are more significant for promoting sustainable social participation. Meanwhile, gender and educational level are not significant moderating factors. Research limitations/implications: Factors such as cognition are subjective and difficult to measure. The sample’s representativeness warrants further consideration, and there is a lack of time-series change data. Nevertheless, this attempt to examine the mechanism of ESD from students’ perspectives can help assess ESD in HEIs more rationally and make the improvement paths more efficient. Practical implications: This study offers evidence to support ESD-related decision-making in Chinese HEIs. It is suggested that HEIs continue to strengthen ESD, focusing on influencing behavior by enhancing students’ sustainability cognition. Pedagogical approaches should be adjusted based on students’ spending habits and majors to maximize educational outcomes and support China’s sustainability ambitions. Originality/value: Based on the perspective of Chinese HEI students, this study makes observations about ESD in Chinese HEIs, focuses on the interaction between the sustainability cognition and behaviors of students, and expands the discussion of pathways for HEIs to promote students’ sustainability cognition and behaviors. © 2024, Emerald Publishing Limited.;PASS;passed_all_filters;
AlkSus_2023;"Alkaabi, K; Mehmood, K; Bhatacharyya, P; Aldhaheri, H; Grimaldi, M";Sustainable Development Goals from Theory to Practice Using Spatial Data Infrastructure: A Case Study of UAEU Undergraduate Students;2023;The importance of Education for Sustainable Development (ESD) in influencing students’ understanding of and behavior toward sustainability cannot be overstated. However, prior studies have shown that students generally lack comprehension of how to apply geography instruction in relation to territories and their contribution to the Sustainable Development Goals (SDGs). Although the relationship between the SDGs and academic institutions has been the subject of numerous research, it is still unknown how much knowledge students have on the subject. Therefore, this research aims to raise awareness about SDGs and evaluate the knowledge of undergraduate geography students regarding the SDGs. Additionally, it investigates the impact of Spatial Data Infrastructure (SDI) and quality education as pedagogical tools on students’ sustainability consciousness. A questionnaire was designed, validated, and administered to students at the United Arab Emirates University from both geography and non-geography cohorts to assess their knowledge. Statistical analysis indicated high reliability of the constructs. The results revealed significant insights through descriptive, ANOVA, and multiple comparisons analysis with the Tukey HSD test. Specifically, geography students who participated in an SDG Awareness and Knowledge Program within the Technological Pedagogical Content Knowledge (TPACK) model demonstrated statistically significant differences in various aspects of SDG awareness and knowledge, SDG awareness using SDI skills, and the importance of quality education and the integration of SDG knowledge in pedagogy, as compared to other geography and non-geography students who did not receive the SDG awareness program. This research is expected to provide valuable knowledge about SDGs through effective pedagogical skills, benefiting both student and educator community. © 2023 by the authors.;PASS;passed_all_filters;
RodSus_2025;"Rodríguez-Zurita, D; Jaya-Montalvo, M; Moreira-Arboleda, J; Raya-Diez, E; Carrión-Mero, P";Sustainable development through service learning and community engagement in higher education: a systematic literature review;2025;Purpose - This study aims to delve into the evolution, trends and implications of scientific production related to service learning (SL) and community engagement for sustainability in higher education institutions (HEIs). Because HEIs play a crucial role in achieving the sustainable development goals (SDGs), experiential learning approaches are needed to actively involve students in sustainable development. Design/methodology/approach - In total, 869 publications from Web of Science and Scopus databases were analysed using a bibliometric approach that included performance analysis and science mapping. Subsequently, a systematic literature review was conducted on 118 publications, focusing on their contribution to SDGs and alignment with United Nations Educational Scientific and Cultural Organisation's fields of expertise. Findings - The findings reveal two significant trends: a substantial shift from curriculum development (2000-2010) to education for sustainable development (2011-2022), and the effectiveness of experiential learning teaching approaches, such as the integration of SL with community engagement and the use of innovative research methods in promoting the acquisition of sustainable development competencies. Additionally, community-based research, participatory action research and capacity development emerged as the primary topics. Research limitations/implications - While this research is based on publications from two prominent databases, it may not include significant studies published in other databases. Practical implicationsThese findings suggest that stakeholders should incorporate experiential learning activities and innovative research approaches to enhance education in, for and from sustainability. Originality/valueThis study offers a fresh perspective on the intellectual framework of experiential learning teaching approaches concerning sustainability in HEIs.;EXCLUDE;is_systematic_review (title match: \bliterature\s+(?:survey|review)\b);Title: Sustainable development through service learning and community engagement in higher education: a systematic literature review
AbdSus_2020;"Abdrisaev, B.; Butler, R.E.R.; Dzhukev, Y.";Sustainable Mountain Development Advocacy Through Student Engaged Learning by Observing International Mountain Day: The Case of Utah Valley University;2020;Target 4.7 of the 2030 Agenda for Sustainable Development aims to ensure that all learners acquire the knowledge and skills needed to promote sustainable development, including through education for sustainable development. To implement this, students at Utah Valley University (UVU) advocate for sustainable mountain development (SMD) in Utah and elsewhere through a student engaged learning (SEL) model. SEL encourages students to solve real-world problems as a group, with a faculty member serving as a mentor. This paper discusses the implementation of a semester-based SEL initiative to observe International Mountain Day (IMD) and analyzes its outcomes. Utah International Mountain Forum, a coalition of student clubs at UVU, is an extracurricular part of the university's SEL model that involves students, especially nontraditional or adult learners, in SMD activities beyond a single semester. Adult students enhance or change their careers while taking care of families. They have diverse experiences, maturity, and responsibilities. To overcome adult students' reluctance or inability to engage in club activities, the model provides incentives, such as flexible activity schedules, integration of their experience into group efforts, and recognition at the United Nations level. Through the curricular programs, mentors build stronger ties with adult students and encourage them to join Utah International Mountain Forum. Since 2010, students have been encouraged to contribute experience and initiatives, solicit funds, and gain recognition for SMD advocacy as part of IMD at UVU. Our assessment shows that students learn how to tie their own experiences to SMD, implement initiatives collaboratively, build partnerships on different levels, and then use accumulated knowledge for engagement in SMD activities beyond the semester. Thus, UVU's model of observing IMD could serve as another important United Nations experiential learning initiative. © 2020 International Mountain Society. All rights reserved.;PASS;passed_all_filters;
PenThe_2022;"Peng, L.; Deng, Y.; Jin, S.";The Evaluation of Active Learning Classrooms: Impact of Spatial Factors on Students' Learning Experience and Learning Engagement;2022;"Previous studies have investigated the spatial attributes of Active Learning Classrooms (ALCs) and their impact on students’ learning experiences and learning engagement independently; however, a holistic investigation of the relationship between these attributes and students’ learning engagement has not been conducted. This study explored how the spatial attributes of ALCs affect students’ learning experiences and learning engagement. An empirical questionnaire was administered to freshmen taking English classes in four different types of ALCs at one university, and 224 valid questionnaires were analyzed. This study provides design insight for future learning environments in ALCs by linking two Likert scales: one rating spatial attributes in ALCs that influence learning experiences, and the other rating students’ learning engagement in ALCs. The results revealed that the spatial attributes of ALCs significantly affected the learning experience, specifically instructional interaction, furniture perception, learning support, and physical environment. Among them, instructional interactions and physical environment are the most critical in promoting student learning engagement. The survey findings can help architects design more flexible and sustainable learning environments in the future, supporting university students in developing active and collaborative learning skills, as well as providing better references and beneficial insights for future education for sustainable development. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.";PASS;passed_all_filters;
Li,The_2022;"Li, G.; Xi, Y.; Zhu, Z.";The way to sustainability: education for sustainable development in China;2022;This study explores what China’s central government has done in relation to education for sustainable development (ESD) and what Chinese higher education institutions (HEIs) have achieved in terms of ESD in response to SDG4. This is a qualitative case study focusing on China’s central government and Beijing Normal University (BNU). The main form of data analyzed was documents. In total, we collected 48 policy documents, six speech transcripts and work statements, and 167 news releases. The results show that ESD has not been implemented holistically in China. Educational sectors promoted ESD because sustainable development has been emphasized in the national political strategy. However, the specific meaning of sustainable development in the educational sector is unclear, and the implementation has not been systematic. Overall, more attention has been paid to the natural dimension of ESD than to the social dimension. At BNU, ESD activities are conducted through three mechanisms: a coercive mechanism, a professional mechanism, and a cultural mechanism. Health, culture, and environmental protection have received more attention than social equity. © 2022, Education Research Institute, Seoul National University.;PASS;passed_all_filters;
BezUnd_2020;"Bezeljak, P.; Scheuch, M.; Torkar, G.";Understanding of Sustainability and Education for Sustainable Development among Pre-Service Biology Teachers;2020;Sustainable development (SD) is one of the global and central aims of today's politics. As stated in Agenda 21, education must play an essential role in achieving a sustainable society. The present research is focused on Slovenian and Austrian biology teacher students' understanding of SD and education for sustainable development (ESD). The research was carried out at the University of Ljubljana and the University of Vienna. Altogether, 60 Slovenian and 60 Austrian pre-service biology teachers participated in the questionnaire-based study. Pre-service biology teachers answered a set of Likert-type and open survey questions. Less than half of the pre-service biology teachers from Slovenia and Austria had a good understanding of the environmental aspects of SD, but they lack understanding of the interconnections between the environmental, economic and social dimensions related to SD. They describe and connect ESD with environmental education and environmental awareness. Students from both countries know some pedagogical principles of ESD, such as active learning and transformative education. Analysis with the sustainable development goals (SDGs) in focus showed that only some of them were mentioned by the teacher students. The results of the research contribute to the evaluation and development of curriculum for middle and high school biology teachers. © 2020 by the authors.;PASS;passed_all_filters;
Sá Uni_2020;"Sá Farinha, C.S.; Caeiro, S.S.; Miranda Azeiteiro, U.";Universities speak up regarding the implementation of sustainable development challenges: The case of Portugal;2020;"Purpose: This study aims to expand knowledge and provide further insights on how education for sustainable development (ESD) has been integrated into programmes at higher education institutions (HEIs) in Portugal. Design/methodology/approach: A questionnaire survey was given to key actors in charge of sustainability implementation at each Portuguese public university. Semi-structured interviews were also conducted with 13 of the survey respondents and the data were analysed. Findings: Results showed that Portuguese public universities have their own strategies and policies on ESD, leading them to introduce initiatives arising from their proactiveness rather than governmental edicts. Some universities implemented ESD planning and beneficial “green” practices such as waste separation and recycling and ways to reduce energy consumption that can be a result of the improvement after the United Nations Decade 2005-2014. However, these actions seem to have been taken in isolation and not holistically integrated. Universities face many barriers including lack of funding, not properly trained people and inept government policies. They also must overcome challenges in implementing ESD. Research limitations/implications: This research into the implementation of ESD has a national scope; the findings should be interpreted only in a Portuguese university context despite the high number of interviewees. Practical implications: The study has increased knowledge, provided further insights on how ESD has been integrated at HEIs and provided examples of integrated practices at Portuguese universities. A Sustainability4U platform was proposed for enhancing awareness of the need for increasing sustainable development. Originality/value: This study contributes to defining a country’s profile and how to implement sustainability in HEIs. The importance of obtaining information from key actors in sustainability at Portuguese public universities was highlighted. © 2020, Emerald Publishing Limited.";PASS;passed_all_filters;
Du,Uni_2022;"Du, X.; Guerra, A.; Norgaard, B.; Chaaban, Y.; Lundberg, A.; Lyngdorf, N.E.R.";University Teachers' Change Readiness to Implement Education for Sustainable Development through Participation in a PBL-Based PD Program;2022;This study investigated university teachers’ perspectives on their change readiness to implement education for sustainable development (ESD) through their participation in a problem-based learning (PBL) pedagogical development (PD) program. Theoretically, the study connected a systems-thinking approach to change readiness literature and proposed a four-dimensional conceptual framework, including intrapersonal, relational, and environmental dimensions. Q methodology was adopted to collect and analyze data both qualitatively and quantitatively. Four significantly different viewpoints emerged among the 25 participants regarding what they considered most important for their change readiness towards ESD, namely (1) improvement of teaching and learning performance, (2) personal learning and conviction, (3) applying PD learning to practice, and (4) student learning engagement and professional practice. Revealing a complex and interrelated connection between the four dimensions of change readiness, these results also observed university teachers’ expression of learning gains and engagement in prospective change. Nevertheless, such change readiness was mainly within their micro teaching practice environment, with little anticipation of commitment to a wider institutional scale of change. Such restrictions on their change readiness were attributed to constrained institutional conditions and supports for long-term improvement. Results of the study suggested that it is essential to facilitate both individual awareness and efforts, as well as institutional readiness for the goal of implementing ESD in higher education (HE). In this regard, both systemic and systematic professional learning activities are recommended. © 2022 by the authors.;PASS;passed_all_filters;
ÁlvVar_2019;"Álvarez-García, O.; García-Escudero, L.Á.; Salvà-Mut, F.; Calvo-Sastre, A.";Variables Influencing Pre-Service Teacher Training in Education for Sustainable Development: A Case Study of Two Spanish Universities;2019;This paper analyzed the relationship that certain demographic and educational variables might have on the training in environmental education (EE) received by undergraduate students enrolled in a Degree in Primary Education (DPE) at two Spanish universities. For this purpose, they were given a questionnaire to assess the link between certain personal and educational characteristics relating to the students in the sample (n = 274) and three components of an environmental competence (EC) model: environmental knowledge, attitudes, and behaviors. The results indicate that variables like gender, the students' habitual place of residence, the type of leisure activities they undertook, and some educational factors had a significant impact on the acquisition of the said competencies. In light of these outcomes, the paper reflects on the possible role that non-university contexts might play in environmental education for pre-service teachers. © 2019 by the authors.;PASS;passed_all_filters;
EscWat_2020;"Escoz-Roldán, A.; Gutiérrez-Pérez, J.; Meira-Cartea, P.A.";Water and Climate Change, Two Key Objectives in the Agenda 2030: Assessment of Climate Literacy Levels and Social Representations in Academics from Three Climate Contexts;2020;The relationship between climate change and water is an obvious and key issue within the United Nations Sustainable Development Goals. This study aims to investigate the social representation created around this relationship in three different territorial contexts in order to evaluate the influence of the territory on the perception of the risk of climate change and its relationship with water. By means of a questionnaire completed by 1709 university students, the climatic literacy of the individual was evaluated in order to relate it to other dimensions on the relationship between climate change and water (information, training previous on climate change and pro-environmental attitudes) in their different dimensions in three different territorial contexts. Three hypotheses have been tested: (1) The denial of the CC is significantly associated with a representation that belittles the consequences of global warming and other extreme phenomena. (2) Territorial contexts with high average rainfall levels and low average annual temperatures tend to minimize the social representation of water risks associated with the CC. (3) There is significant interaction between the socio-cultural context and social representations on the causes, consequences and solutions to the problems of CC and water. The first two hypotheses have been rejected, while the third has been accepted. The research results show high climate literacy in the samples of selected university students. It is noted that students recognize a close relationship between the problem of water and the climate crisis. Likewise, they identify different types of causes, consequences, physical processes and solutions. Different climatological contexts do not show significant differences in the social representations that students show about climate change, while socio-educational variables such as available scientific information, or ideology orientation do show significant differences. © 2019 by the authors.;PASS;passed_all_filters;
Obe“I _2021;"Oberrauch, A.; Mayr, H.; Nikitin, I.; Bügler, T.; Kosler, T.; Vollmer, C.";“I wanted a profession that makes a difference”—An online survey of first-year students’ study choice motives and sustainability-related attributes;2021;Higher education institutions are obligated to facilitate students in the development of sustainability competencies, which enable them to act as “change agents” in their future profession-specific environment. Therefore, students’ study motives, prior knowledge, attitudes, and experi-ences regarding sustainability should be considered when designing Education for Sustainable Development (ESD) programmes. The present study compares first-year students in teacher training with first-year students in other study programmes and explores their study choice motives as well as sustainability-related conceptions, engagement and self-efficacy beliefs using a semi-standard-ised online questionnaire. Results show that the choice of study is dominated by intrinsic factors and the relevance of extrinsic factors differs by degree programmes with lower extrinsic values for the teacher training students. Regarding sustainability, we find simple and often unelaborated con-cepts. Teacher training students show significantly higher scores than non-teacher training students regarding the sustainability-related behavioural domain and self-efficacy beliefs. In addition, a gender gap increasing with age and with lower sustainability scores for older males could be identified but only for teacher training students. In conclusion, the results show valuable starting points as well as challenges that should be considered when designing target-oriented learning processes in (inter)disciplinary sustainability courses at higher education institutions. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.;PASS;passed_all_filters;
"Hol""I _2024";"Hollander, J.A.; Beaujolais, B.";"""I Have the Right to Defend Myself"": The Underlying Curriculum of Empowerment Self-Defense Training";2024;Empowerment self-defense (ESD) researchers and instructors have long speculated that ESD training not only reduces women’s risk of sexual assault victimization but also leads to positive outcomes with potential to reduce gender disparities and advance gender justice. In this study, we examine ESD participants’ perspectives about the most important outcomes of their participation in ESD training. Data included qualitative interviews and open-ended survey responses from 268 participants enrolled in one of two ESD courses: A 30-h university course and a 9-h community-based course. Using reflexive thematic analysis, we found that although some participants reported that their most important lessons reflected the explicit curriculum of the courses (i.e., physical and verbal skills for resisting violence), many others reported unexpected and often profound ways their lives changed through learning ESD. These outcomes, stemming from what we call the underlying curriculum, included changes in their self-perceptions, expectations for interactional equality, and critical gender consciousness. Findings support the utilization of ESD training not only as sexual violence primary prevention but also as programs to promote gender justice. © 2023, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.;PASS;passed_all_filters;
SánA S_2021;"Sánchez-Carracedo, F.; López, D.";A Service-Learning Based Computers Reuse Program;2021;Higher Education Institutions are facing a challenging situation: how to introduce concepts such as Sustainability or the Circular Economy into their curricula. This study presents how to organize a Computer Reuse Program, an educational proposal for the Reuse, Repair, Refurbish-ment, Remanufacture and Recycling of computers into a Curriculum and a case study. The proposal is based in the Service-Learning methodology, by which students develop technical and profes-sional skills while undertaking a project that has a direct and real impact on society. Students work on old or broken computers provided by donors, thereby acquiring technical skills. These now flaw-lessly functioning computers are donated to NGOs and other non-profit organizations, thus endow-ing the equipment with a much longer life as well as reducing e-waste, one of the fastest-growing waste streams in the world. As a case study, this paper presents the UPC Computer Reuse Program, carried out at Universitat Politècnica de Catalunya UPC-BarcelonaTech. Since the program started in 2004, some 2500 computers have been donated to 359 different organizations in 29 countries, and more than 5200 students have participated. The paper analyzes the impact of the program on soci-ety, on the reduction of e-waste, on the environment and on student awareness regarding social justice and sustainability. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.;EXCLUDE;missing_keyword_groups: group_1;Title: A Service-Learning Based Computers Reuse Program
VieA t_2023;"Viera Trevisan, L.; Machado do Nascimento, L.F.; Filho, W.; Avila Pedrozo, E.";A transformative online approach to sustainable development in management education: the case of a Brazilian business school;2023;Purpose: The purpose of this study is to present an innovative and transformative online approach to sustainable development in management education. Design/methodology/approach: A case study and action research were carried out in a Brazilian business school during an academic semester. Specifically, in the context of a discipline entitled “Socio-environmental Management in Companies”, several pedagogical strategies were designed and implemented to ensure undergraduate students’ learning. This study involved the collection and analysis of both quantitative and qualitative data from multiple sources, which were analysed using descriptive statistics, thematic and content analysis techniques. Findings: By assessing the strategies, tools and resources used during the course, the findings of this study show that the discipline supported the students' transformative learning towards sustainability. Research limitations/implications: This study has both theoretical and practical implications by describing and evaluating an innovative and engaging pedagogical approach to sustainable development in management education. Originality/value: The approach developed through this research provides educators and higher education institutions with innovative strategies for transformative learning towards sustainability in management education. Moreover, the approach can be adapted and implemented in other fields of knowledge. © 2023, Emerald Publishing Limited.;EXCLUDE;missing_keyword_groups: group_1;Title: A transformative online approach to sustainable development in management education: the case of a B
BabAdv_2021;"Babalola, A.; Olawuyi, D.S.";Advancing Environmental Education for Sustainable Development in Higher Education in Nigeria: Current Challenges and Future Directions;2021;"The important roles of environmental education (EE) as a tool for advancing the United Nations Sustainable Development Goals (SDGs) have been clearly identified in national policy visions and guidelines in Nigeria. Despite this increasing recognition however, the implementation and delivery of EE programs remain adversely impacted by a wide range of practical implementation challenges. While a number of existing studies have compiled the importance of EE for advancing the SDGs, a detailed examination of the law and governance challenges that limit the implementation of EE programs in Nigeria has remained absent. This article fills a gap in this regard. Various legal and institutional challenges that arise with the design and implementation of EE programs in Nigeria are examined in order to identify the ways in which an integrative governance framework on EE can help close these gaps. The study suggests that an elaboration of coherent national strategy on EE; a dedicated budgetary allocation for EE programs; reform of the existing laws to ensure coherent implementation of EE programs; and the designation of focal EE units at higher education institution are significant steps towards improving the development and implementation of EE programs in Nigeria. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.";PASS;passed_all_filters;
SánAna_2021;"Sánchez-Carracedo, F.; Ruiz-Morales, J.; Valderrama-Hernández, R.; Muñoz-Rodríguez, J.M.; Gomera, A.";Analysis of the presence of sustainability in Higher Education Degrees of the Spanish university system;2021;This paper analyzes the extent to which sustainability is present in the curricula of the 16 Education Degree programs belonging to the EDINSOST project: 6 Early Childhood Education Degrees, 7 Primary Education Degrees, 2 Pedagogy Degrees and 1 Social Education Degree. The results obtained suggest that sustainability is present in all Degrees, but not uniformly so. A great disparity is observed in the number of subjects that develop sustainability, with an average of 22.63 subjects per Degree. The competency most present is the ‘Application of ethical principles related to the values of sustainability in personal and professional behaviors,’ while the least present is ‘Sustainable use of resources and prevention of negative impacts on the natural and social environment.’ Sustainability is not developed uniformly in the different universities either. Three universities (UAM, UCA and UIC) develop sustainability competencies at 100%, while others such as the USAL do so at only 50%. © 2019 Society for Research into Higher Education.;EXCLUDE;missing_keyword_groups: group_1;Title: Analysis of the presence of sustainability in Higher Education Degrees of the Spanish university sys
CheAss_2025;"Chen, Z.; Razman, M.R.; Syed Zakaria, S.Z.S.; Lee, K.E.";Assessing knowledge, attitudes and behaviours for sustainable development: a case study of Tibet University;2025;"This study was conducted among students of Tibet University to assess their levels of knowledge, attitudes and behaviours related to sustainable development. Based on the Knowledge-Attitude-Practice (KAP) model, this study investigated the mechanism of how university students’ knowledge, attitudes, and behaviors relate to sustainable development. A quantitative survey method was employed, with a questionnaire administered to 251 respondents to assess the levels of students’ knowledge, attitudes and behaviors regarding sustain-able development. SPSS 27.0 was used to analyze differences in sustainable development practices across demographic variables, while AMOS 28.0 was employed to validate the impact of knowledge and attitudes on behavior. The levels of knowledge (x = 3.28), attitude (x = 3.29) and behavior (x = 3.30) toward sustainable development among undergraduate students at Tibet University were found to be in the low to medium range. Comparative analysis of mean behaviors indicated significant differences in sustainable development practices among students based on ethnicity, faculty and residential area. Structural equation modelling confirmed that knowledge and attitudes related to sustainable development have a positive impact on behavior. The mechanism of ""knowledge-action transformation"" in the theory of education for sustainable development is expected to be better explained by this study, which will also offer a scientific foundation for improving the efficacy of education for sustainable development instruction in ethnically diverse colleges and universities, as well as for developing locally relevant policies. © The Author(s) 2025.";PASS;passed_all_filters;
Al-Ass_2022;"Al-Nuaimi, S.R.; Al-Ghamdi, S.G.";Assessment of Knowledge, Attitude and Practice towards Sustainability Aspects among Higher Education Students in Qatar;2022;Sustainable development necessitates that societies design activities to meet human needs while protecting the planet’s life-support systems in consideration of depleting natural resources and concern for the state of the resources and climate. Sustainable development emphasizes the conservation and enhancement of natural resources by modifying how they are utilized, highlighting the role of nations in meeting their basic needs for employment, food, energy, and water. Higher education institutions (HEI), such as universities, should be able to produce a workforce that satisfies the demand for competent stakeholders and contributes to the successful implementation of the United Nations Sustainable Development Goals (SDGs) by integrating Education for Sustainable Development (ESD) and sustainability principles into their institutional strategy and organizational culture. This research evaluates the sustainability consciousness of higher education students and the effect of ESD on higher education students in Qatar. The study employs the sustainability consciousness questionnaire (SCQ) to assess HEI students’ sustainable development knowledge, attitudes, and behaviors while considering educational system characteristics such as curriculum, community, and the campus. The questionnaire was distributed among students from different fields and universities in Qatar. Results were analyzed using statistical tools to show that over 80% grasp sustainability-related knowledge. This value gradually decreases in attitudes and behaviors based on evaluating the pro-sustainability student responses. Further, over 60% of the surveyed students indicate external factors excluding the educational system characteristics to have the most profound effect on providing and developing the student’s knowledge, attitudes, and behaviors towards sustainable development. Understanding the current state of sustainability education in HEI can lead to an improved preparation of the global youth with the necessary skills to meet the sustainability challenges and to be involved in establishing and sustaining long-term progress that can aid in achieving SDG goals and drive sustainability action. © 2022 by the authors.;PASS;passed_all_filters;
GonAss_2026;"Gong, Q.; Liu, J.; Chen, X.; He, Y.; Sun, X.; Tan, Z.; Su, X.";"Assessment of sustainability consciousness among pre-service teachers in China under the ""Double Carbon"" goal";2026;Purpose: This study aims to identify the level of sustainability consciousness among preservice teachers in China under the “Double Carbon” goal. Design/methodology/approach: A sustainability consciousness questionnaire was distributed to 2,795 preservice teachers aged 17–26 years old from first-year undergraduate to third-year postgraduate students through an online questionnaire tool. The mean, standard deviation and correlation of their sustainability knowingness, attitude and behavior were analyzed using SPSS software. Findings: First, preservice teachers scored high in sustainability knowingness, attitude and behavior. Second, across different household types, disciplines and university levels (double first-class and nondouble first-class), preservice teachers’ sustainability consciousness scores were comparable to each other. Finally, a negative correlation was found between sustainability knowingness and attitude as well as knowingness and behavior. However, the authors observed a positive correlation between sustainability attitude and behavior. Overall, the level of sustainability consciousness among Chinese preservice teachers is high and no significant differences exist between the sustainability consciousness of preservice teachers with different household types, in different disciplines and at different levels of universities. Influenced by the contextual differences of the relevant concepts in the questionnaire, there is a certain degree of structural differences in the preservice teachers’ level of sustainability consciousness across the dimensions. Originality/value: This study contributes to the literature by investigating the current status of sustainability consciousness level among preservice teachers in China under the “Double Carbon” goal. The findings of this study provide universities and relevant departments with recommendations for education for sustainable development policies. © 2025, Emerald Publishing Limited.;PASS;passed_all_filters;
